jurisdiction_com_code,jurisdiction_com_name,subjurisdiction_name,subjurisdiction_code
TX,Texas,Floyd,153
TX,Texas,Foard,155
TX,Texas,Fort Bend,157
TX,Texas,Franklin,159
TX,Texas,Freestone,161
TX,Texas,Frio,163
TX,Texas,Gaines,165
TX,Texas,Galveston,167
TX,Texas,Garza,169
TX,Texas,Gillespie,171
TX,Texas,Glasscock,173
TX,Texas,Goliad,175
TX,Texas,Gonzales,177
TX,Texas,Gray,179
TX,Texas,Grayson,181
TX,Texas,Gregg,183
TX,Texas,Grimes,185
TX,Texas,Guadalupe,187
TX,Texas,Hale,189
TX,Texas,Hall,191
TX,Texas,Hamilton,193
TX,Texas,Hansford,195
TX,Texas,Hardeman,197
TX,Texas,Hardin,199
TX,Texas,Harris,201
TX,Texas,Harrison,203
TX,Texas,Hartley,205
TX,Texas,Haskell,207
TX,Texas,Hays,209
TX,Texas,Hemphill,211
TX,Texas,Henderson,213
TX,Texas,Hidalgo,215
TX,Texas,Hill,217
TX,Texas,Hockley,219
TX,Texas,Hood,221
TX,Texas,Hopkins,223
TX,Texas,Houston,225
TX,Texas,Howard,227
TX,Texas,Hudspeth,229
TX,Texas,Hunt,231
TX,Texas,Hutchinson,233
TX,Texas,Irion,235
TX,Texas,Jack,237
TX,Texas,Jackson,239
TX,Texas,Jasper,241
TX,Texas,Jeff Davis,243
TX,Texas,Jefferson,245
TX,Texas,Jim Hogg,247
TX,Texas,Jim Wells,249
TX,Texas,Johnson,251
TX,Texas,Jones,253
TX,Texas,Karnes,255
TX,Texas,Kaufman,257
TX,Texas,Kendall,259
TX,Texas,Kenedy,261
TX,Texas,Kent,263
TX,Texas,Kerr,265
TX,Texas,Kimble,267
TX,Texas,King,269
TX,Texas,Kinney,271
TX,Texas,Kleberg,273
TX,Texas,Knox,275
TX,Texas,Lamar,277
TX,Texas,Lamb,279
TX,Texas,Lampasas,281
TX,Texas,La Salle,283
TX,Texas,Lavaca,285
TX,Texas,Lee,287
TX,Texas,Leon,289
TX,Texas,Liberty,291
TX,Texas,Limestone,293
TX,Texas,Lipscomb,295
TX,Texas,Live Oak,297
TX,Texas,Llano,299
TX,Texas,Loving,301
TX,Texas,Lubbock,303
TX,Texas,Lynn,305
TX,Texas,McCulloch,307
TX,Texas,McLennan,309
TX,Texas,McMullen,311
TX,Texas,Madison,313
TX,Texas,Marion,315
TX,Texas,Martin,317
TX,Texas,Mason,319
TX,Texas,Matagorda,321
TX,Texas,Maverick,323
TX,Texas,Medina,325
TX,Texas,Menard,327
TX,Texas,Midland,329
TX,Texas,Milam,331
TX,Texas,Mills,333
TX,Texas,Mitchell,335
TX,Texas,Montague,337
TX,Texas,Montgomery,339
TX,Texas,Moore,341
TX,Texas,Morris,343
TX,Texas,Motley,345
TX,Texas,Nacogdoches,347
TX,Texas,Navarro,349
TX,Texas,Newton,351
TX,Texas,Nolan,353
TX,Texas,Nueces,355
TX,Texas,Ochiltree,357
TX,Texas,Oldham,359
TX,Texas,Orange,361
TX,Texas,Palo Pinto,363
TX,Texas,Panola,365
TX,Texas,Parker,367
TX,Texas,Parmer,369
TX,Texas,Pecos,371
TX,Texas,Polk,373
TX,Texas,Potter,375
TX,Texas,Presidio,377
TX,Texas,Rains,379
TX,Texas,Randall,381
TX,Texas,Reagan,383
TX,Texas,Real,385
TX,Texas,Red River,387
TX,Texas,Reeves,389
TX,Texas,Refugio,391
TX,Texas,Roberts,393
TX,Texas,Robertson,395
TX,Texas,Rockwall,397
TX,Texas,Runnels,399
TX,Texas,Rusk,401
TX,Texas,Sabine,403
TX,Texas,San Augustine,405
TX,Texas,San Jacinto,407
TX,Texas,San Patricio,409
TX,Texas,San Saba,411
TX,Texas,Schleicher,413
TX,Texas,Scurry,415
TX,Texas,Shackelford,417
TX,Texas,Shelby,419
TX,Texas,Sherman,421
TX,Texas,Smith,423
TX,Texas,Somervell,425
TX,Texas,Starr,427
TX,Texas,Stephens,429
TX,Texas,Sterling,431
TX,Texas,Stonewall,433
TX,Texas,Sutton,435
TX,Texas,Swisher,437
TX,Texas,Tarrant,439
TX,Texas,Taylor,441
TX,Texas,Terrell,443
TX,Texas,Terry,445
TX,Texas,Throckmorton,447
TX,Texas,Titus,449
TX,Texas,Tom Green,451
TX,Texas,Travis,453
TX,Texas,Trinity,455
TX,Texas,Tyler,457
TX,Texas,Upshur,459
TX,Texas,Upton,461
TX,Texas,Uvalde,463
TX,Texas,Val Verde,465
TX,Texas,Van Zandt,467
TX,Texas,Victoria,469
TX,Texas,Walker,471
TX,Texas,Waller,473
TX,Texas,Ward,475
TX,Texas,Washington,477
TX,Texas,Webb,479
TX,Texas,Wharton,481
TX,Texas,Wheeler,483
TX,Texas,Wichita,485
TX,Texas,Wilbarger,487
TX,Texas,Willacy,489
TX,Texas,Williamson,491
TX,Texas,Wilson,493
TX,Texas,Winkler,495
TX,Texas,Wise,497
TX,Texas,Wood,499
TX,Texas,Yoakum,501
TX,Texas,Young,503
TX,Texas,Zapata,505
TX,Texas,Zavala,507
VI,Virgin Islands,St. Croix,010
VI,Virgin Islands,St. John,020
VI,Virgin Islands,St. Thomas,030
UT,Utah,Beaver,001
UT,Utah,Box Elder,003
UT,Utah,Cache,005
UT,Utah,Carbon,007
UT,Utah,Daggett,009
UT,Utah,Davis,011
UT,Utah,Duchesne,013
UT,Utah,Emery,015
UT,Utah,Garfield,017
UT,Utah,Grand,019
UT,Utah,Iron,021
UT,Utah,Juab,023
UT,Utah,Kane,025
UT,Utah,Millard,027
UT,Utah,Morgan,029
UT,Utah,Piute,031
UT,Utah,Rich,033
UT,Utah,Salt Lake,035
UT,Utah,San Juan,037
UT,Utah,Sanpete,039
UT,Utah,Sevier,041
UT,Utah,Summit,043
UT,Utah,Tooele,045
UT,Utah,Uintah,047
UT,Utah,Utah,049
UT,Utah,Wasatch,051
UT,Utah,Washington,053
UT,Utah,Wayne,055
UT,Utah,Weber,057
VA,Virginia,Accomack,001
VA,Virginia,Albemarle,003
VA,Virginia,Alleghany,005
VA,Virginia,Amelia,007
VA,Virginia,Amherst,009
VA,Virginia,Appomattox,011
VA,Virginia,Arlington,013
VA,Virginia,Augusta,015
VA,Virginia,Bath,017
VA,Virginia,Bedford,019
VA,Virginia,Bland,021
VA,Virginia,Botetourt,023
VA,Virginia,Brunswick,025
VA,Virginia,Buchanan,027
VA,Virginia,Buckingham,029
VA,Virginia,Campbell,031
VA,Virginia,Caroline,033
VA,Virginia,Carroll,035
VA,Virginia,Charles City,036
VA,Virginia,Charlotte,037
VA,Virginia,Chesterfield,041
VA,Virginia,Clarke,043
VA,Virginia,Craig,045
VA,Virginia,Culpeper,047
VA,Virginia,Cumberland,049
VA,Virginia,Dickenson,051
VA,Virginia,Dinwiddie,053
VA,Virginia,Essex,057
VA,Virginia,Fairfax,059
VA,Virginia,Fauquier,061
VA,Virginia,Floyd,063
VA,Virginia,Fluvanna,065
VA,Virginia,Franklin,067
VA,Virginia,Frederick,069
VA,Virginia,Giles,071
VA,Virginia,Gloucester,073
VA,Virginia,Goochland,075
VA,Virginia,Grayson,077
VA,Virginia,Greene,079
VA,Virginia,Greensville,081
VA,Virginia,Halifax,083
VA,Virginia,Hanover,085
VA,Virginia,Henrico,087
VA,Virginia,Henry,089
VA,Virginia,Highland,091
VA,Virginia,Isle of Wight,093
VA,Virginia,James City,095
VA,Virginia,King and Queen,097
VA,Virginia,King George,099
VA,Virginia,King William,101
VA,Virginia,Lancaster,103
VA,Virginia,Lee,105
VA,Virginia,Loudoun,107
VA,Virginia,Louisa,109
VA,Virginia,Lunenburg,111
VA,Virginia,Madison,113
VA,Virginia,Mathews,115
VA,Virginia,Mecklenburg,117
VA,Virginia,Middlesex,119
VA,Virginia,Montgomery,121
VA,Virginia,Nelson,125
VA,Virginia,New Kent,127
VA,Virginia,Northampton,131
VA,Virginia,Northumberland,133
VA,Virginia,Nottoway,135
VA,Virginia,Orange,137
VA,Virginia,Page,139
VA,Virginia,Patrick,141
VA,Virginia,Pittsylvania,143
VA,Virginia,Powhatan,145
VA,Virginia,Prince Edward,147
VA,Virginia,Prince George,149
VA,Virginia,Prince William,153
VA,Virginia,Pulaski,155
VA,Virginia,Rappahannock,157
VA,Virginia,Richmond,159
VA,Virginia,Roanoake,161
VA,Virginia,Rockbridge,163
VA,Virginia,Rockingham,165
VA,Virginia,Russell,167
VA,Virginia,Scott,169
VA,Virginia,Shenandoah,171
VA,Virginia,Smyth,173
VA,Virginia,Southampton,175
VA,Virginia,Spotsylvania,177
VA,Virginia,Stafford,179
VA,Virginia,Surry,181
VA,Virginia,Sussex,183
VA,Virginia,Tazewell,185
VA,Virginia,Warren,187
VA,Virginia,Washington,191
VA,Virginia,Westmoreland,193
VA,Virginia,Wise,195
VA,Virginia,Wythe,197
VA,Virginia,York,199
VA,Virginia,Alexandria,510
VA,Virginia,Bristol,520
VA,Virginia,Buena Vista,530
VA,Virginia,Charlottesville,540
VA,Virginia,Chesapeake,550
VA,Virginia,Colonial Heights,570
VA,Virginia,Covington,580
VA,Virginia,Danville,590
VA,Virginia,Emporia,595
VA,Virginia,Fairfax city,600
VA,Virginia,Falls Church,610
VA,Virginia,Franklin city,620
VA,Virginia,Fredericksburg,630
VA,Virginia,Galax,640
VA,Virginia,Hampton,650
VA,Virginia,Harrisonburg,660
VA,Virginia,Hopewell,670
VA,Virginia,Lexington,678
VA,Virginia,Lynchburg,680
VA,Virginia,Manassas,683
VA,Virginia,Manassas Park,685
VA,Virginia,Martinsville,690
VA,Virginia,Newport News,700
VA,Virginia,Norfolk,710
VA,Virginia,Norton,720
VA,Virginia,Petersburg,730
VA,Virginia,Poquoson,735
VA,Virginia,Portsmouth,740
VA,Virginia,Radford,750
VA,Virginia,Richmond city,760
VA,Virginia,Roanoke city,770
VA,Virginia,Salem,775
VA,Virginia,Staunton,790
VA,Virginia,Suffolk,800
VA,Virginia,Virginia Beach,810
VA,Virginia,Waynesboro,820
VA,Virginia,Williamsburg,830
VA,Virginia,Winchester,840
VT,Vermont,Addison,001
VT,Vermont,Bennington,003
VT,Vermont,Caledonia,005
VT,Vermont,Chittenden,007
VT,Vermont,Essex,009
VT,Vermont,Franklin,011
VT,Vermont,Grand Isle,013
VT,Vermont,Lamoille,015
VT,Vermont,Orange,017
VT,Vermont,Orleans,019
VT,Vermont,Rutland,021
VT,Vermont,Washington,023
VT,Vermont,Windham,025
VT,Vermont,Windsor,027
WA,Washington,Adams,001
WA,Washington,Asotin,003
WA,Washington,Benton,005
WA,Washington,Chelan,007
WA,Washington,Clallam,009
WA,Washington,Clark,011
WA,Washington,Columbia,013
WA,Washington,Cowlitz,015
WA,Washington,Douglas,017
WA,Washington,Ferry,019
WA,Washington,Franklin,021
WA,Washington,Garfield,023
WA,Washington,Grant,025
WA,Washington,Grays Harbor,027
WA,Washington,Island,029
WA,Washington,Jefferson,031
WA,Washington,King,033
WA,Washington,Kitsap,035
WA,Washington,Kittitas,037
WA,Washington,Klickitat,039
WA,Washington,Lewis,041
WA,Washington,Lincoln,043
WA,Washington,Mason,045
WA,Washington,Okanogan,047
WA,Washington,Pacific,049
WA,Washington,Pend Oreille,051
WA,Washington,Pierce,053
WA,Washington,San Juan,055
WA,Washington,Skagit,057
WA,Washington,Skamania,059
WA,Washington,Snohomish,061
WA,Washington,Spokane,063
WA,Washington,Stevens,065
WA,Washington,Thurston,067
WA,Washington,Wahkiakum,069
WA,Washington,Walla Walla,071
WA,Washington,Whatcom,073
WA,Washington,Whitman,075
WA,Washington,Yakima,077
WI,Wisconsin,Adams,001
WI,Wisconsin,Ashland,003
WI,Wisconsin,Barron,005
WI,Wisconsin,Bayfield,007
WI,Wisconsin,Brown,009
WI,Wisconsin,Buffalo,011
WI,Wisconsin,Burnett,013
WI,Wisconsin,Calumet,015
WI,Wisconsin,Chippewa,017
WI,Wisconsin,Clark,019
WI,Wisconsin,Columbia,021
WI,Wisconsin,Crawford,023
WI,Wisconsin,Dane,025
WI,Wisconsin,Dodge,027
WI,Wisconsin,Door,029
WI,Wisconsin,Douglas,031
WI,Wisconsin,Dunn,033
WI,Wisconsin,Eau Claire,035
WI,Wisconsin,Florence,037
WI,Wisconsin,Fond du Lac,039
WI,Wisconsin,Forest,041
WI,Wisconsin,Grant,043
WI,Wisconsin,Green,045
WI,Wisconsin,Green Lake,047
WI,Wisconsin,Iowa,049
WI,Wisconsin,Iron,051
WI,Wisconsin,Jackson,053
WI,Wisconsin,Jefferson,055
WI,Wisconsin,Juneau,057
WI,Wisconsin,Kenosha,059
WI,Wisconsin,Kewaunee,061
WI,Wisconsin,La Crosse,063
WI,Wisconsin,Lafayette,065
WI,Wisconsin,Langlade,067
WI,Wisconsin,Lincoln,069
WI,Wisconsin,Manitowoc,071
WI,Wisconsin,Marathon,073
WI,Wisconsin,Marinette,075
WI,Wisconsin,Marquette,077
WI,Wisconsin,Menominee,078
WI,Wisconsin,Milwaukee,079
WI,Wisconsin,Monroe,081
WI,Wisconsin,Oconto,083
WI,Wisconsin,Oneida,085
WI,Wisconsin,Outagamie,087
WI,Wisconsin,Ozaukee,089
WI,Wisconsin,Pepin,091
WI,Wisconsin,Pierce,093
WI,Wisconsin,Polk,095
WI,Wisconsin,Portage,097
WI,Wisconsin,Price,099
WI,Wisconsin,Racine,101
WI,Wisconsin,Richland,103
WI,Wisconsin,Rock,105
WI,Wisconsin,Rusk,107
WI,Wisconsin,St. Croix,109
WI,Wisconsin,Sauk,111
WI,Wisconsin,Sawyer,113
WI,Wisconsin,Shawano,115
WI,Wisconsin,Sheboygan,117
WI,Wisconsin,Taylor,119
WI,Wisconsin,Trempealeau,121
WI,Wisconsin,Vernon,123
WI,Wisconsin,Vilas,125
WI,Wisconsin,Walworth,127
WI,Wisconsin,Washburn,129
WI,Wisconsin,Washington,131
WI,Wisconsin,Waukesha,133
WI,Wisconsin,Waupaca,135
WI,Wisconsin,Waushara,137
WI,Wisconsin,Winnebago,139
WI,Wisconsin,Wood,141
WV,West Virginia,Barbour,001
WV,West Virginia,Berkeley,003
WV,West Virginia,Boone,005
WV,West Virginia,Braxton,007
WV,West Virginia,Brooke,009
WV,West Virginia,Cabell,011
WV,West Virginia,Calhoun,013
WV,West Virginia,Clay,015
WV,West Virginia,Doddridge,017
WV,West Virginia,Fayette,019
WV,West Virginia,Gilmer,021
WV,West Virginia,Grant,023
WV,West Virginia,Greenbrier,025
WV,West Virginia,Hampshire,027
WV,West Virginia,Hancock,029
WV,West Virginia,Hardy,031
WV,West Virginia,Harrison,033
WV,West Virginia,Jackson,035
WV,West Virginia,Jefferson,037
WV,West Virginia,Kanawha,039
WV,West Virginia,Lewis,041
WV,West Virginia,Lincoln,043
WV,West Virginia,Logan,045
WV,West Virginia,McDowell,047
WV,West Virginia,Marion,049
WV,West Virginia,Marshall,051
WV,West Virginia,Mason,053
WV,West Virginia,Mercer,055
WV,West Virginia,Mineral,057
WV,West Virginia,Mingo,059
WV,West Virginia,Monongalia,061
WV,West Virginia,Monroe,063
WV,West Virginia,Morgan,065
WV,West Virginia,Nicholas,067
WV,West Virginia,Ohio,069
WV,West Virginia,Pendleton,071
WV,West Virginia,Pleasants,073
WV,West Virginia,Pocahontas,075
WV,West Virginia,Preston,077
WV,West Virginia,Putnam,079
WV,West Virginia,Raleigh,081
WV,West Virginia,Randolph,083
WV,West Virginia,Ritchie,085
WV,West Virginia,Roane,087
WV,West Virginia,Summers,089
WV,West Virginia,Taylor,091
WV,West Virginia,Tucker,093
WV,West Virginia,Tyler,095
WV,West Virginia,Upshur,097
WV,West Virginia,Wayne,099
WV,West Virginia,Webster,101
WV,West Virginia,Wetzel,103
WV,West Virginia,Wirt,105
WV,West Virginia,Wood,107
WV,West Virginia,Wyoming,109
WY,Wyoming,Albany,001
WY,Wyoming,Big Horn,003
WY,Wyoming,Campbell,005
WY,Wyoming,Carbon,007
WY,Wyoming,Converse,009
WY,Wyoming,Crook,011
WY,Wyoming,Fremont,013
WY,Wyoming,Goshen,015
WY,Wyoming,Hot Springs,017
WY,Wyoming,Johnson,019
WY,Wyoming,Laramie,021
WY,Wyoming,Lincoln,023
WY,Wyoming,Natrona,025
WY,Wyoming,Niobrara,027
WY,Wyoming,Park,029
WY,Wyoming,Platte,031
WY,Wyoming,Sheridan,033
WY,Wyoming,Sublette,035
WY,Wyoming,Sweetwater,037
WY,Wyoming,Teton,039
WY,Wyoming,Uinta,041
WY,Wyoming,Washakie,043
WY,Wyoming,Weston,045
